fecha,tienda_id,ciudad,temperatura_media,lluvia_mm
2024-01-27,T03,Almeria,11.8,0
2024-01-27,T04,Granada,3.9,0
2024-01-27,T05,Cordoba,7.6,0
2024-01-28,T01,Malaga,8.3,0
2024-01-28,T02,Sevilla,10.9,0
2024-01-28,T03,Almeria,7.4,0
2024-01-28,T04,Granada,3.6,0
2024-01-28,T05,Cordoba,8.0,0
2024-01-29,T01,Malaga,11.5,0
2024-01-29,T02,Sevilla,11.0,0
2024-01-29,T03,Almeria,6.1,0
2024-01-29,T04,Granada,9.3,0
2024-01-29,T05,Cordoba,5.0,14.2
2024-01-30,T01,Malaga,11.9,0
2024-01-30,T02,Sevilla,10.2,11.9
2024-01-30,T03,Almeria,12.4,10.8
2024-01-30,T04,Granada,6.0,0
2024-01-30,T05,Cordoba,12.8,0
2024-01-31,T01,Malaga,6.9,0
2024-01-31,T02,Sevilla,8.1,0
2024-01-31,T03,Almeria,11.0,12.9
2024-01-31,T04,Granada,0.4,0
2024-01-31,T05,Cordoba,7.6,0
2024-02-01,T01,Malaga,15.5,0
2024-02-01,T02,Sevilla,13.7,0
2024-02-01,T03,Almeria,16.9,0
2024-02-01,T04,Granada,11.0,3.6
2024-02-01,T05,Cordoba,11.4,10.1
2024-02-02,T01,Malaga,15.1,0
2024-02-02,T02,Sevilla,14.5,0
2024-02-02,T03,Almeria,12.6,15.9
2024-02-02,T04,Granada,7.1,0
2024-02-02,T05,Cordoba,17.9,0
2024-02-03,T01,Malaga,18.9,0
2024-02-03,T02,Sevilla,15.7,6.3
2024-02-03,T03,Almeria,12.7,0
2024-02-03,T04,Granada,11.0,0
2024-02-03,T05,Cordoba,11.9,0
2024-02-04,T01,Malaga,13.9,0
2024-02-04,T02,Sevilla,6.2,0
2024-02-04,T03,Almeria,13.9,0
2024-02-04,T04,Granada,10.3,13.1
2024-02-04,T05,Cordoba,12.8,0
2024-02-05,T01,Malaga,14.9,0
2024-02-05,T02,Sevilla,16.4,0
2024-02-05,T03,Almeria,15.8,4.7
2024-02-05,T04,Granada,8.0,0
2024-02-05,T05,Cordoba,17.2,0
2024-02-06,T01,Malaga,16.6,0
2024-02-06,T02,Sevilla,12.4,0
2024-02-06,T03,Almeria,14.8,0
2024-02-06,T04,Granada,10.3,0
2024-02-06,T05,Cordoba,10.4,0
2024-02-07,T01,Malaga,15.9,0
2024-02-07,T02,Sevilla,9.9,0
2024-02-07,T03,Almeria,11.3,0
2024-02-07,T04,Granada,11.7,9.3
2024-02-07,T05,Cordoba,11.2,2.8
2024-02-08,T01,Malaga,15.2,0
2024-02-08,T02,Sevilla,13.3,0
2024-02-08,T03,Almeria,14.6,0
2024-02-08,T04,Granada,7.4,0
2024-02-08,T05,Cordoba,13.5,11.5
2024-02-09,T01,Malaga,12.4,0
2024-02-09,T02,Sevilla,12.3,8.7
2024-02-09,T03,Almeria,13.2,0
2024-02-09,T04,Granada,9.0,0
2024-02-09,T05,Cordoba,13.6,15.8
2024-02-10,T01,Malaga,16.3,0
2024-02-10,T02,Sevilla,10.5,0
2024-02-10,T03,Almeria,15.8,0
2024-02-10,T04,Granada,8.3,0
2024-02-10,T05,Cordoba,11.6,0
2024-02-11,T01,Malaga,15.1,0
2024-02-11,T02,Sevilla,13.1,0
2024-02-11,T03,Almeria,14.5,0
2024-02-11,T04,Granada,12.4,0
2024-02-11,T05,Cordoba,12.4,0
2024-02-12,T01,Malaga,13.5,0
2024-02-12,T02,Sevilla,11.1,13.9
2024-02-12,T03,Almeria,12.8,7.6
2024-02-12,T04,Granada,6.8,0
2024-02-12,T05,Cordoba,12.1,0
2024-02-13,T01,Malaga,12.7,0
2024-02-13,T02,Sevilla,10.3,0
2024-02-13,T03,Almeria,15.7,0
2024-02-13,T04,Granada,7.0,0
2024-02-13,T05,Cordoba,9.5,0
2024-02-14,T01,Malaga,17.1,0
2024-02-14,T02,Sevilla,19.1,12.5
2024-02-14,T03,Almeria,11.7,4.7
2024-02-14,T04,Granada,10.6,0
2024-02-14,T05,Cordoba,12.4,11.5
2024-02-15,T01,Malaga,15.3,0
2024-02-15,T02,Sevilla,10.7,0
2024-02-15,T03,Almeria,11.3,0
2024-02-15,T04,Granada,4.9,16.8
2024-02-15,T05,Cordoba,13.4,16.6
2024-02-16,T01,Malaga,14.4,0
2024-02-16,T02,Sevilla,14.4,4.3
2024-02-16,T03,Almeria,17.6,0
2024-02-16,T04,Granada,9.2,0
2024-02-16,T05,Cordoba,10.3,0
2024-02-17,T01,Malaga,9.2,0
2024-02-17,T02,Sevilla,12.2,0
2024-02-17,T03,Almeria,15.7,0
2024-02-17,T04,Granada,8.8,0
2024-02-17,T05,Cordoba,14.0,0
2024-02-18,T01,Malaga,12.7,0
2024-02-18,T02,Sevilla,15.2,0
2024-02-18,T03,Almeria,17.1,0
2024-02-18,T04,Granada,13.7,0
2024-02-18,T05,Cordoba,9.6,0
2024-02-19,T01,Malaga,15.3,0
2024-02-19,T02,Sevilla,10.1,0
2024-02-19,T03,Almeria,13.3,0
2024-02-19,T04,Granada,8.7,0
2024-02-19,T05,Cordoba,17.5,0
2024-02-20,T01,Malaga,12.7,0
2024-02-20,T02,Sevilla,16.0,0
2024-02-20,T03,Almeria,11.5,9.3
2024-02-20,T04,Granada,12.7,0
2024-02-20,T05,Cordoba,13.3,10.5
2024-02-21,T01,Malaga,15.9,0
2024-02-21,T02,Sevilla,11.3,0
2024-02-21,T03,Almeria,12.5,0
2024-02-21,T04,Granada,8.5,0
2024-02-21,T05,Cordoba,9.6,16.8
2024-02-22,T01,Malaga,14.5,0
2024-02-22,T02,Sevilla,18.6,0
2024-02-22,T03,Almeria,11.9,4.2
2024-02-22,T04,Granada,7.6,0
2024-02-22,T05,Cordoba,11.6,0
2024-02-23,T01,Malaga,11.5,12.4
2024-02-23,T02,Sevilla,13.7,14.6
2024-02-23,T03,Almeria,13.8,7.2
2024-02-23,T04,Granada,7.1,0
2024-02-23,T05,Cordoba,14.0,6.6
2024-02-24,T01,Malaga,15.7,0
2024-02-24,T02,Sevilla,17.5,10.7
2024-02-24,T03,Almeria,14.5,3.1
2024-02-24,T04,Granada,8.8,0
2024-02-24,T05,Cordoba,13.1,0
2024-02-25,T01,Malaga,16.4,0
2024-02-25,T02,Sevilla,12.0,0
2024-02-25,T03,Almeria,15.8,0
2024-02-25,T04,Granada,7.0,0
2024-02-25,T05,Cordoba,8.5,0
2024-02-26,T01,Malaga,14.5,0
2024-02-26,T02,Sevilla,13.4,0
2024-02-26,T03,Almeria,14.4,0
2024-02-26,T04,Granada,9.0,5.3
2024-02-26,T05,Cordoba,11.8,0
2024-02-27,T01,Malaga,14.0,0
2024-02-27,T02,Sevilla,14.6,0
2024-02-27,T03,Almeria,16.0,0
2024-02-27,T04,Granada,10.0,0
2024-02-27,T05,Cordoba,14.5,0
2024-02-28,T01,Malaga,13.7,0
2024-02-28,T02,Sevilla,10.3,3.6
2024-02-28,T03,Almeria,11.2,12.3
2024-02-28,T04,Granada,8.9,0
2024-02-28,T05,Cordoba,14.7,0
2024-02-29,T01,Malaga,14.8,0
2024-02-29,T02,Sevilla,9.7,0
2024-02-29,T03,Almeria,14.5,0
2024-02-29,T04,Granada,10.0,0
2024-02-29,T05,Cordoba,14.6,1.6
2024-03-01,T01,Malaga,21.3,0
2024-03-01,T02,Sevilla,18.9,0
2024-03-01,T03,Almeria,16.7,15.8
2024-03-01,T04,Granada,16.0,0
2024-03-01,T05,Cordoba,17.3,0
2024-03-02,T01,Malaga,16.8,0
2024-03-02,T02,Sevilla,19.8,0
2024-03-02,T03,Almeria,20.8,0
2024-03-02,T04,Granada,17.7,0
2024-03-02,T05,Cordoba,21.3,10.3
2024-03-03,T01,Malaga,18.9,0
2024-03-03,T02,Sevilla,20.9,0
2024-03-03,T03,Almeria,15.3,0
2024-03-03,T04,Granada,11.7,0
2024-03-03,T05,Cordoba,20.9,11.6
2024-03-04,T01,Malaga,18.5,0
2024-03-04,T02,Sevilla,22.1,0
2024-03-04,T03,Almeria,20.6,0
2024-03-04,T04,Granada,13.9,0
2024-03-04,T05,Cordoba,19.8,0
2024-03-05,T01,Malaga,22.9,0
2024-03-05,T02,Sevilla,17.0,0
2024-03-05,T03,Almeria,15.2,0
2024-03-05,T04,Granada,14.0,0
2024-03-05,T05,Cordoba,20.6,0
2024-03-06,T01,Malaga,17.3,0
2024-03-06,T02,Sevilla,18.9,0
2024-03-06,T03,Almeria,19.8,0
2024-03-06,T04,Granada,14.0,0
2024-03-06,T05,Cordoba,17.5,0
2024-03-07,T01,Malaga,18.5,0
2024-03-07,T02,Sevilla,23.4,0
2024-03-07,T03,Almeria,16.8,0
2024-03-07,T04,Granada,15.6,0
2024-03-07,T05,Cordoba,17.9,0
2024-03-08,T01,Malaga,19.6,0
2024-03-08,T02,Sevilla,18.7,0
2024-03-08,T03,Almeria,18.7,0
2024-03-08,T04,Granada,17.2,0
2024-03-08,T05,Cordoba,20.2,0
2024-03-09,T01,Malaga,16.8,0
2024-03-09,T02,Sevilla,23.5,11.2
2024-03-09,T03,Almeria,17.0,0
2024-03-09,T04,Granada,13.0,0
2024-03-09,T05,Cordoba,18.8,0
2024-03-10,T01,Malaga,11.4,0
2024-03-10,T02,Sevilla,21.6,0
2024-03-10,T03,Almeria,20.5,0
2024-03-10,T04,Granada,15.7,0
2024-03-10,T05,Cordoba,12.7,0
2024-03-11,T01,Malaga,19.4,0
2024-03-11,T02,Sevilla,19.0,0
2024-03-11,T03,Almeria,16.9,0
2024-03-11,T04,Granada,12.7,0
2024-03-11,T05,Cordoba,19.1,0
2024-03-12,T01,Malaga,16.2,0
2024-03-12,T02,Sevilla,24.1,0
2024-03-12,T03,Almeria,19.1,0
2024-03-12,T04,Granada,13.0,0
2024-03-12,T05,Cordoba,17.9,5.2
2024-03-13,T01,Malaga,16.0,10.9
2024-03-13,T02,Sevilla,18.3,0
2024-03-13,T03,Almeria,18.0,0
2024-03-13,T04,Granada,14.2,0
2024-03-13,T05,Cordoba,15.9,0
2024-03-14,T01,Malaga,15.7,16.6
2024-03-14,T02,Sevilla,16.6,0
2024-03-14,T03,Almeria,19.9,0
2024-03-14,T04,Granada,15.5,11.0
2024-03-14,T05,Cordoba,19.6,0
2024-03-15,T01,Malaga,16.5,9.1
2024-03-15,T02,Sevilla,20.6,0
2024-03-15,T03,Almeria,21.3,0
2024-03-15,T04,Granada,11.2,0
2024-03-15,T05,Cordoba,19.0,0
2024-03-16,T01,Malaga,14.7,0
2024-03-16,T02,Sevilla,21.1,0
2024-03-16,T03,Almeria,13.6,0
2024-03-16,T04,Granada,18.5,0
2024-03-16,T05,Cordoba,18.8,14.9
2024-03-17,T01,Malaga,19.7,8.1
2024-03-17,T02,Sevilla,16.9,0
2024-03-17,T03,Almeria,15.4,15.5
2024-03-17,T04,Granada,16.4,0
2024-03-17,T05,Cordoba,19.9,0
2024-03-18,T01,Malaga,14.6,5.5
2024-03-18,T02,Sevilla,18.3,0
2024-03-18,T03,Almeria,19.2,0
2024-03-18,T04,Granada,15.1,0
2024-03-18,T05,Cordoba,15.3,0
2024-03-19,T01,Malaga,17.9,3.8
2024-03-19,T02,Sevilla,21.8,0
2024-03-19,T03,Almeria,21.1,0
2024-03-19,T04,Granada,13.1,0
2024-03-19,T05,Cordoba,17.8,0
2024-03-20,T01,Malaga,21.3,0
2024-03-20,T02,Sevilla,16.6,0
2024-03-20,T03,Almeria,16.3,0
2024-03-20,T04,Granada,15.2,0
2024-03-20,T05,Cordoba,19.3,0
2024-03-21,T01,Malaga,13.3,0
2024-03-21,T02,Sevilla,20.7,0
2024-03-21,T03,Almeria,16.9,0
2024-03-21,T04,Granada,14.7,0
2024-03-21,T05,Cordoba,16.9,0
2024-03-22,T01,Malaga,18.2,0
2024-03-22,T02,Sevilla,21.8,0
2024-03-22,T03,Almeria,21.4,0
2024-03-22,T04,Granada,12.2,13.8
2024-03-22,T05,Cordoba,17.7,0
2024-03-23,T01,Malaga,20.9,0
2024-03-23,T02,Sevilla,17.8,0
2024-03-23,T03,Almeria,17.3,0
2024-03-23,T04,Granada,14.9,0
2024-03-23,T05,Cordoba,19.7,0
2024-03-24,T01,Malaga,15.7,0
2024-03-24,T02,Sevilla,24.0,0
2024-03-24,T03,Almeria,17.3,17.7
2024-03-24,T04,Granada,14.8,0
2024-03-24,T05,Cordoba,20.8,0
2024-03-25,T01,Malaga,19.3,5.5
2024-03-25,T02,Sevilla,21.4,0
2024-03-25,T03,Almeria,22.7,14.5
2024-03-25,T04,Granada,17.6,9.4
2024-03-25,T05,Cordoba,16.7,11.2
2024-03-26,T01,Malaga,18.9,0
2024-03-26,T02,Sevilla,22.3,0
2024-03-26,T03,Almeria,19.1,0
2024-03-26,T04,Granada,12.4,0
2024-03-26,T05,Cordoba,17.3,0
2024-03-27,T01,Malaga,17.6,0
2024-03-27,T02,Sevilla,23.1,0
2024-03-27,T03,Almeria,18.8,0
2024-03-27,T04,Granada,17.7,0
2024-03-27,T05,Cordoba,21.8,0
2024-03-28,T01,Malaga,20.4,0
2024-03-28,T02,Sevilla,18.6,0
2024-03-28,T03,Almeria,19.0,15.7
2024-03-28,T04,Granada,13.2,0
2024-03-28,T05,Cordoba,21.8,5.3
2024-03-29,T01,Malaga,17.3,0
2024-03-29,T02,Sevilla,21.8,0
2024-03-29,T03,Almeria,19.8,0
2024-03-29,T04,Granada,18.2,0
2024-03-29,T05,Cordoba,20.8,0
2024-03-30,T01,Malaga,20.7,0
2024-03-30,T02,Sevilla,16.9,0
2024-03-30,T03,Almeria,20.8,0
2024-03-30,T04,Granada,13.7,0
2024-03-30,T05,Cordoba,20.4,0
2024-03-31,T01,Malaga,14.6,17.0
2024-03-31,T02,Sevilla,18.6,8.2
2024-03-31,T03,Almeria,18.3,0
2024-03-31,T04,Granada,14.0,0
2024-03-31,T05,Cordoba,18.1,0
2024-04-01,T01,Malaga,20.6,0
2024-04-01,T02,Sevilla,23.1,0
2024-04-01,T03,Almeria,22.2,0
2024-04-01,T04,Granada,22.2,0
2024-04-01,T05,Cordoba,26.1,0
2024-04-02,T01,Malaga,25.6,0
2024-04-02,T02,Sevilla,25.2,0
2024-04-02,T03,Almeria,26.4,2.4
2024-04-02,T04,Granada,20.8,0
2024-04-02,T05,Cordoba,23.8,0
2024-04-03,T01,Malaga,22.7,17.6
2024-04-03,T02,Sevilla,26.0,0
2024-04-03,T03,Almeria,19.4,0
2024-04-03,T04,Granada,19.2,0
2024-04-03,T05,Cordoba,26.2,0
2024-04-04,T01,Malaga,21.6,0
2024-04-04,T02,Sevilla,25.4,0
2024-04-04,T03,Almeria,25.5,0
2024-04-04,T04,Granada,20.4,0
2024-04-04,T05,Cordoba,25.8,0
2024-04-05,T01,Malaga,24.1,0
2024-04-05,T02,Sevilla,27.6,0
2024-04-05,T03,Almeria,23.0,0
2024-04-05,T04,Granada,21.4,0
2024-04-05,T05,Cordoba,24.8,0
2024-04-06,T01,Malaga,26.3,0
2024-04-06,T02,Sevilla,25.4,0
2024-04-06,T03,Almeria,24.3,0
2024-04-06,T04,Granada,21.4,0
2024-04-06,T05,Cordoba,21.2,0
2024-04-07,T01,Malaga,21.6,0
2024-04-07,T02,Sevilla,29.5,0
2024-04-07,T03,Almeria,25.0,0
2024-04-07,T04,Granada,22.1,0
2024-04-07,T05,Cordoba,27.1,0
2024-04-08,T01,Malaga,21.6,0
2024-04-08,T02,Sevilla,21.2,0
2024-04-08,T03,Almeria,23.3,0
2024-04-08,T04,Granada,21.2,0
2024-04-08,T05,Cordoba,25.8,0
2024-04-09,T01,Malaga,19.3,0
2024-04-09,T02,Sevilla,29.2,0
2024-04-09,T03,Almeria,21.3,0
2024-04-09,T04,Granada,23.2,0
2024-04-09,T05,Cordoba,27.1,0
2024-04-10,T01,Malaga,26.0,0
2024-04-10,T02,Sevilla,28.4,0
2024-04-10,T03,Almeria,25.1,0
2024-04-10,T04,Granada,20.9,16.0
2024-04-10,T05,Cordoba,26.6,0
2024-04-11,T01,Malaga,21.6,0
2024-04-11,T02,Sevilla,26.7,0
2024-04-11,T03,Almeria,24.2,0
2024-04-11,T04,Granada,25.1,0
2024-04-11,T05,Cordoba,29.6,0
2024-04-12,T01,Malaga,23.3,0
2024-04-12,T02,Sevilla,31.6,0
2024-04-12,T03,Almeria,23.7,0
2024-04-12,T04,Granada,21.9,0
2024-04-12,T05,Cordoba,27.6,0
2024-04-13,T01,Malaga,22.2,0
2024-04-13,T02,Sevilla,26.2,0
2024-04-13,T03,Almeria,24.3,0
2024-04-13,T04,Granada,18.7,0
2024-04-13,T05,Cordoba,22.2,0
2024-04-14,T01,Malaga,22.5,0
2024-04-14,T02,Sevilla,26.1,10.1
2024-04-14,T03,Almeria,25.1,11.3
2024-04-14,T04,Granada,22.9,0
2024-04-14,T05,Cordoba,24.7,0
2024-04-15,T01,Malaga,24.9,0
2024-04-15,T02,Sevilla,28.8,0
2024-04-15,T03,Almeria,26.8,0
2024-04-15,T04,Granada,22.5,0
2024-04-15,T05,Cordoba,25.8,0
2024-04-16,T01,Malaga,22.5,9.3
2024-04-16,T02,Sevilla,26.6,0
2024-04-16,T03,Almeria,21.2,0
2024-04-16,T04,Granada,22.5,0
2024-04-16,T05,Cordoba,24.6,0
2024-04-17,T01,Malaga,23.3,0
2024-04-17,T02,Sevilla,22.5,0
2024-04-17,T03,Almeria,25.9,0
2024-04-17,T04,Granada,16.3,0
2024-04-17,T05,Cordoba,26.2,0
2024-04-18,T01,Malaga,21.5,0
2024-04-18,T02,Sevilla,25.6,0
2024-04-18,T03,Almeria,19.5,0
2024-04-18,T04,Granada,20.6,0
2024-04-18,T05,Cordoba,24.9,0
2024-04-19,T01,Malaga,25.0,0
2024-04-19,T02,Sevilla,25.9,0
2024-04-19,T03,Almeria,21.1,0
2024-04-19,T04,Granada,22.6,0
2024-04-19,T05,Cordoba,24.3,0
2024-04-20,T01,Malaga,21.9,0
2024-04-20,T02,Sevilla,22.6,0
2024-04-20,T03,Almeria,20.7,0
2024-04-20,T04,Granada,17.9,9.4
2024-04-20,T05,Cordoba,26.4,0
2024-04-21,T01,Malaga,20.9,0
2024-04-21,T02,Sevilla,24.9,0
2024-04-21,T03,Almeria,24.0,0
2024-04-21,T04,Granada,17.1,0
2024-04-21,T05,Cordoba,31.8,0
2024-04-22,T01,Malaga,21.0,0
2024-04-22,T02,Sevilla,26.8,0
2024-04-22,T03,Almeria,23.1,0
2024-04-22,T04,Granada,21.2,0
2024-04-22,T05,Cordoba,28.0,0
2024-04-23,T01,Malaga,24.4,0
2024-04-23,T02,Sevilla,31.8,0
2024-04-23,T03,Almeria,21.4,0
2024-04-23,T04,Granada,19.8,0
2024-04-23,T05,Cordoba,25.4,0
2024-04-24,T01,Malaga,18.2,0
2024-04-24,T02,Sevilla,25.9,10.3
2024-04-24,T03,Almeria,20.2,0
2024-04-24,T04,Granada,20.2,0
2024-04-24,T05,Cordoba,22.6,0
2024-04-25,T01,Malaga,18.7,0
2024-04-25,T02,Sevilla,28.7,0
2024-04-25,T03,Almeria,22.9,0
2024-04-25,T04,Granada,18.9,0
2024-04-25,T05,Cordoba,27.2,0
2024-04-26,T01,Malaga,21.7,0
2024-04-26,T02,Sevilla,27.3,0
2024-04-26,T03,Almeria,22.8,0
2024-04-26,T04,Granada,20.5,0
2024-04-26,T05,Cordoba,31.4,0
2024-04-27,T01,Malaga,20.9,0
2024-04-27,T02,Sevilla,25.1,0
2024-04-27,T03,Almeria,22.6,0
2024-04-27,T04,Granada,18.1,0
2024-04-27,T05,Cordoba,27.6,0
2024-04-28,T01,Malaga,21.7,0
2024-04-28,T02,Sevilla,28.4,0
2024-04-28,T03,Almeria,22.2,0
2024-04-28,T04,Granada,20.1,0
2024-04-28,T05,Cordoba,28.1,0
2024-04-29,T01,Malaga,25.7,0
2024-04-29,T02,Sevilla,30.6,0
2024-04-29,T03,Almeria,24.6,0
2024-04-29,T04,Granada,19.9,0
2024-04-29,T05,Cordoba,21.2,0
2024-04-30,T01,Malaga,21.4,0
2024-04-30,T02,Sevilla,21.0,0
2024-04-30,T03,Almeria,22.8,3.2
2024-04-30,T04,Granada,18.8,0
2024-04-30,T05,Cordoba,25.0,0
2024-05-01,T01,Malaga,20.2,0
2024-05-01,T02,Sevilla,31.0,0
2024-05-01,T03,Almeria,27.1,0
2024-05-01,T04,Granada,23.8,0
2024-05-01,T05,Cordoba,31.0,0
2024-05-02,T01,Malaga,22.2,0
2024-05-02,T02,Sevilla,30.1,3.3
2024-05-02,T03,Almeria,28.5,0
2024-05-02,T04,Granada,22.7,0
2024-05-02,T05,Cordoba,27.2,0
2024-05-03,T01,Malaga,23.3,0
2024-05-03,T02,Sevilla,29.8,0
2024-05-03,T03,Almeria,24.9,8.1
2024-05-03,T04,Granada,26.6,0
2024-05-03,T05,Cordoba,26.8,0
2024-05-04,T01,Malaga,23.6,0
2024-05-04,T02,Sevilla,29.8,9.0
2024-05-04,T03,Almeria,28.4,0
2024-05-04,T04,Granada,24.1,0
2024-05-04,T05,Cordoba,30.7,0
2024-05-05,T01,Malaga,23.0,0
2024-05-05,T02,Sevilla,27.2,0
2024-05-05,T03,Almeria,25.2,0
2024-05-05,T04,Granada,26.6,7.3
2024-05-05,T05,Cordoba,32.5,0
2024-05-06,T01,Malaga,26.8,0
2024-05-06,T02,Sevilla,30.9,0
2024-05-06,T03,Almeria,24.5,0
2024-05-06,T04,Granada,23.2,0
2024-05-06,T05,Cordoba,29.0,0
2024-05-07,T01,Malaga,26.9,0
2024-05-07,T02,Sevilla,32.0,0
2024-05-07,T03,Almeria,28.6,0
2024-05-07,T04,Granada,26.7,3.0
2024-05-07,T05,Cordoba,33.0,0
2024-05-08,T01,Malaga,22.7,0
2024-05-08,T02,Sevilla,27.6,0
2024-05-08,T03,Almeria,23.6,0
2024-05-08,T04,Granada,28.2,0
2024-05-08,T05,Cordoba,32.2,0
2024-05-09,T01,Malaga,24.6,0
2024-05-09,T02,Sevilla,31.8,0
2024-05-09,T03,Almeria,26.8,0
